"","school_district","school_code","school_name","postal_code","school_category","type","city","grade_10_enrollment","grade_11_enrollment","grade_12_enrollment","short_postal_code","district_name","health_authority"
"511",36,3636041,"Lord Tweedsmuir Secondary","V3S4L5","Public School","Standard school","SURREY","Y","Y","Y","V3S","Surrey","Fraser"
"512",36,3636043,"Green Timbers Elementary","V3V5Z7","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"513",36,3636044,"Prince Charles Elementary","V3V2X2","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"514",36,3636045,"Johnston Heights Secondary","V3R0R9","Public School","Standard school","SURREY","Y","Y","Y","V3R","Surrey","Fraser"
"515",36,3636047,"Guildford Park Secondary","V3R1T5","Public School","Standard school","SURREY","Y","Y","Y","V3R","Surrey","Fraser"
"516",36,3636049,"Semiahmoo Secondary","V4A4M5","Public School","Standard school","SURREY","Y","Y","Y","V4A","Surrey","Fraser"
"517",36,3636050,"Mountainview Montessori","V3R1J2","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"518",36,3636051,"A H P Matthew Elementary","V3T1A4","Public School","Standard school","SURREY","N","N","N","V3T","Surrey","Fraser"
"519",36,3636053,"T E Scott Elementary","V3S3E5","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"520",36,3636054,"Mary Jane Shannon Elementary","V3T4W1","Public School","Standard school","SURREY","N","N","N","V3T","Surrey","Fraser"
"521",36,3636055,"Lena Shaw Elementary","V3T1K8","Public School","Standard school","SURREY","N","N","N","V3T","Surrey","Fraser"
"522",36,3636056,"H T Thrift Elementary","V4A4M6","Public School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"523",36,3636057,"William Watson Elementary","V4N0H3","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"524",36,3636058,"David Brankin Elementary","V3V5M8","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"525",36,3636059,"Ecole Riverdale Elementary","V3R1W9","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"526",36,3636060,"Senator Reid Elementary","V3V5C4","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"527",36,3636061,"Martha Currie Elementary","V3S4N2","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"528",36,3636062,"James Ardiel Elementary","V3R2G4","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"529",36,3636063,"McLeod Road Traditional","V3X1B9","Public School","Standard school","SURREY","N","N","N","V3X","Surrey","Fraser"
"530",36,3636064,"Old Yale Road Elementary","V3T3T6","Public School","Standard school","SURREY","N","N","N","V3T","Surrey","Fraser"
"531",36,3636067,"Erma Stephenson Elementary","V4N1P3","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"532",36,3636069,"Bear Creek Elementary","V3W7X6","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"533",36,3636070,"Peace Arch Elementary","V4B2H5","Public School","Standard school","WHITE ROCK","N","N","N","V4B","Surrey","Fraser"
"534",36,3636071,"Henry Bose Elementary","V3W4S3","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"535",36,3636072,"Newton Elementary","V3W3C5","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"536",36,3636073,"Cedar Hills Elementary","V3V2K3","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"537",36,3636077,"Royal Heights Elementary","V3V2B9","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"538",36,3636079,"L.A. Matheson Secondary","V3V4M1","Public School","Standard school","SURREY","Y","Y","Y","V3V","Surrey","Fraser"
"539",36,3636080,"Surrey Traditional","V3R2J6","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"540",36,3636081,"Holly Elementary","V3R4C8","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"541",36,3636082,"Georges Vanier Elementary","V3W5N1","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"542",36,3636084,"Ellendale Elementary","V3R2B4","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"543",36,3636087,"Simon Cunningham Elementary","V3V5Z4","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"544",36,3636089,"Jessie Lee Elementary","V4A4S3","Public School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"545",36,3636090,"George Greenaway Elementary","V3S1W3","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"546",36,3636105,"Earl Marriott Secondary","V4A1S1","Public School","Standard school","SURREY","Y","Y","Y","V4A","Surrey","Fraser"
"547",36,3636106,"Frank Hurt Secondary","V3W5Z4","Public School","Standard school","SURREY","Y","Y","Y","V3W","Surrey","Fraser"
"548",36,3636107,"Betty Huff Elementary","V3V1V1","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"549",36,3636109,"Strawberry Hill Elementary","V3W8N2","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"550",36,3636111,"Cindrich Elementary","V3V8A2","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"551",36,3636112,"Creekside Elementary","V3V7K4","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"552",36,3636114,"Enver Creek Secondary","V3S8X2","Public School","Standard school","SURREY","Y","Y","Y","V3S","Surrey","Fraser"
"553",36,3636116,"W E Kinvig Elementary","V3W8N1","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"554",36,3636117,"Laronde Elementary","V4A9S4","Public School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"555",36,3636118,"South Meridian Elementary","V4A8E6","Public School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"556",36,3636122,"Don Christian Elementary","V3S8E6","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"557",36,3636128,"Bonaccord Elementary","V3R1J1","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"558",36,3636129,"M B Sanford Elementary","V3W7T6","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"559",36,3636130,"Maple Green Elementary","V3S7K7","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"560",36,3636131,"Hyland Elementary","V3W5J3","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"561",36,3636132,"Kennedy Trail Elementary","V3W9P8","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"562",36,3636134,"Pacific Heights Elementary","V3S0A4","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"563",36,3636136,"Berkshire Park Elementary","V3R1E3","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"564",36,3636137,"Panorama Park Elementary","V3X2E8","Public School","Standard school","SURREY","N","N","N","V3X","Surrey","Fraser"
"565",36,3636138,"North Ridge Elementary","V3X2J2","Public School","Standard school","SURREY","N","N","N","V3X","Surrey","Fraser"
"566",36,3636139,"Cougar Creek Elementary","V3W4Z8","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"567",36,3636140,"Martha Jane Norris Elementary","V3W8Z7","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"568",36,3636141,"Fraser Heights Secondary","V4N1M1","Public School","Standard school","SURREY","Y","Y","Y","V4N","Surrey","Fraser"
"569",36,3636142,"Fraser Wood Elementary","V4N1W8","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"570",36,3636143,"Serpentine Heights Elementary","V4N3A2","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"571",36,3636144,"Boundary Park Elementary","V3X1Z6","Public School","Standard school","SURREY","N","N","N","V3X","Surrey","Fraser"
"572",36,3636145,"Woodland Park Elementary","V4N2Y6","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"573",36,3636146,"Brookside Elementary","V3W0S6","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"574",36,3636147,"Westerman Elementary","V3W1H4","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"575",36,3636148,"Chantrell Creek Elementary","V4P2K5","Public School","Standard school","SURREY","N","N","N","V4P","Surrey","Fraser"
"576",36,3636149,"Sunrise Ridge Elementary","V3S8L8","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"577",36,3636150,"Tamanawis Secondary","V3W2A8","Public School","Standard school","SURREY","Y","Y","Y","V3W","Surrey","Fraser"
"578",36,3636151,"Cambridge Elementary","V3S3H7","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"579",36,3636152,"Walnut Road Elementary","V4N0N5","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"580",36,3636153,"Adams Road Elementary","V3S9H5","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"581",36,3636155,"Coast Meridian Elementary","V4N4T8","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"582",36,3636156,"Elgin Park Secondary","V4A2G5","Public School","Standard school","SURREY","Y","Y","Y","V4A","Surrey","Fraser"
"583",36,3636157,"Coyote Creek Elementary","V3S3R4","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"584",36,3636158,"Beaver Creek Elementary","V3W5Y5","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"585",36,3636159,"Dogwood Elementary","V4N1K6","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"586",36,3636160,"Frost Road Elementary","V4N1B5","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"587",36,3636161,"Semiahmoo Trail Elementary","V4P1P8","Public School","Standard school","SURREY","N","N","N","V4P","Surrey","Fraser"
"588",36,3636162,"Bayridge Elementary","V4A6G7","Public School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"589",36,3636164,"Sullivan Heights Secondary","V3X1A1","Public School","Standard school","SURREY","Y","Y","Y","V3X","Surrey","Fraser"
"590",36,3636165,"Chimney Hill Elementary","V3S8Y8","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"591",36,3636167,"Fleetwood Park Secondary","V3S3R3","Public School","Standard school","SURREY","Y","Y","Y","V3S","Surrey","Fraser"
"592",36,3636170,"Ocean Cliff Elementary","V4A1Y6","Public School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"593",36,3636172,"William F. Davidson Elementary","V3R9H5","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"594",36,3636173,"Bothwell Elementary School","V4N4N6","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"595",36,3636174,"Kirkbride Elementary","V3V1G2","Public School","Standard school","SURREY","N","N","N","V3V","Surrey","Fraser"
"596",36,3636175,"Clayton Heights Secondary","V4N3G6","Public School","Standard school","SURREY","Y","Y","Y","V4N","Surrey","Fraser"
"597",36,3636176,"Hillcrest Elementary","V3S8T2","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"598",36,3636177,"Grandview Heights Secondary","V3S9V2","Public School","Standard school","SURREY","Y","Y","Y","V3S","Surrey","Fraser"
"599",36,3636178,"A J McLellan Elementary","V3S5V4","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"600",36,3636180,"Douglas Elementary","V3Z9P9","Public School","Standard school","SURREY","N","N","N","V3Z","Surrey","Fraser"
"601",36,3636183,"Forsyth Road Elementary","V3T4L9","Public School","Standard school","SURREY","N","N","N","V3T","Surrey","Fraser"
"602",36,3636184,"Maddaugh Elementary","V4N6C6","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"603",36,3636186,"Janice Churchill Elementary","V3S3A5","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"604",36,3636188,"Morgan Elementary","V3Z9Y7","Public School","Standard school","SURREY","N","N","N","V3Z","Surrey","Fraser"
"605",36,3636189,"Rosemary Heights Elementary","V3Z0J5","Public School","Standard school","SURREY","N","N","N","V3Z","Surrey","Fraser"
"606",36,3636201,"Katzie Elementary","V4N6E5","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"607",36,3636203,"Hazelgrove Elementary","V4N6E5","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"608",36,3636206,"Edgewood Elementary","V3Z9X8","Public School","Standard school","SURREY","N","N","N","V3Z","Surrey","Fraser"
"609",36,3636211,"Goldstone Park Elementary","V3S3A3","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"610",36,3636212,"Woodward Hill Elementary","V3X1C1","Public School","Standard school","SURREY","N","N","N","V3X","Surrey","Fraser"
"611",36,3636215,"Ecole Salish Secondary","V4N5V2","Public School","Standard school","SURREY","Y","Y","Y","V4N","Surrey","Fraser"
"612",36,3636218,"Regent Road Elementary","V4N6C2","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"613",36,3636232,"Ecole Panorama Ridge Secondary","V3W1X9","Public School","Standard school","SURREY","Y","Y","Y","V3W","Surrey","Fraser"
"614",36,3636242,"SAIL Secondary","V3V1J7","Public School","Standard school","SURREY","Y","N","Y","V3V","Surrey","Fraser"
"615",36,3636246,"Princess Margaret Secondary","V3W2M9","Public School","Standard school","SURREY","Y","Y","Y","V3W","Surrey","Fraser"
"616",36,3636248,"Kwantlen Park Secondary","V3T3V3","Public School","Standard school","SURREY","Y","Y","Y","V3T","Surrey","Fraser"
"617",36,3636522,"Continuing Ed SD36 (Queen Elizabeth)","V3V5W4","Public School","Continuing education school","SURREY","Y","Y","Y","V3V","Surrey","Fraser"
"618",36,3636525,"SD 36 Education Services (Type 1)","V3V0B7","Public School","Standard school","SURREY","Y","N","Y","V3V","Surrey","Fraser"
"619",36,3636574,"City Central Learning Centre","V3T2N7","Public School","Standard school","SURREY","N","Y","Y","V3T","Surrey","Fraser"
"620",36,3636591,"North Surrey Learning Centre","V3V5Z4","Public School","Standard school","SURREY","N","Y","Y","V3V","Surrey","Fraser"
"621",36,3636592,"South Surrey/White Rock Learning Centre","V4A5A5","Public School","Standard school","SURREY","N","Y","Y","V4A","Surrey","Fraser"
"622",36,3636593,"Cloverdale Learning Centre","V3S4C6","Public School","Standard school","SURREY","Y","Y","Y","V3S","Surrey","Fraser"
"623",36,3636594,"Guildford Learning Centre","V3R4H6","Public School","Standard school","SURREY","N","N","Y","V3R","Surrey","Fraser"
"624",36,3636596,"Xw'epiteng Elementary","V3S9R9","Public School","Standard school","Surrey","N","N","N","V3S","Surrey","Fraser"
"625",36,3696026,"Crescent Heights Academy","V3S1G1","Independent School","Standard school","Surrey","N","N","N","V3S","Surrey","Fraser"
"626",36,3696075,"Our Lady of Good Counsel","V3T4L5","Independent School","Standard school","SURREY","N","N","N","V3T","Surrey","Fraser"
"627",36,3696117,"Cloverdale Catholic School","V3S1P3","Independent School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"628",36,3696166,"Holy Cross Regional High School","V4N1G3","Independent School","Standard school","SURREY","Y","Y","Y","V4N","Surrey","Fraser"
"629",36,3696266,"Surrey Christian School","V4N3G1","Independent School","Standard school","SURREY","Y","Y","Y","V4N","Surrey","Fraser"
"630",36,3696309,"White Rock Christian Academy","V4A4P1","Independent School","Standard school","SURREY","Y","Y","Y","V4A","Surrey","Fraser"
"631",36,3696321,"Star of the Sea","V4A2H8","Independent School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"632",36,3696394,"Pacific Academy","V4N1Z4","Independent School","Standard school","SURREY","Y","Y","Y","V4N","Surrey","Fraser"
"633",36,3696457,"St Bernadette","V3W9M1","Independent School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"634",36,3696476,"Regent Christian Academy","V3S2A6","Independent School","Standard school","SURREY","Y","Y","Y","V3S","Surrey","Fraser"
"635",36,3696585,"Khalsa Secondary School (Surrey)","V3V0B1","Independent School","Standard school","SURREY","Y","Y","Y","V3V","Surrey","Fraser"
"636",36,3696596,"Cornerstone Montessori School","V3S2M5","Independent School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"637",36,3696602,"Bibleway Christian Academy","V3S7P4","Independent School","Standard school","SURREY","Y","Y","N","V3S","Surrey","Fraser"
"638",36,3696610,"Southridge School","V3Z0B7","Independent School","Standard school","SURREY","Y","Y","Y","V3Z","Surrey","Fraser"
"639",36,3696667,"Iqra School","V3R2V1","Independent School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
